Player,Region,League,Year,Dataset,Team,Pos,GP,WAR,WAR_per_game,proj_WAR
Vizicsacsi,Europe,PRM,2023,full year (per-game derived),Berlin International Gaming,Top,54,45.608,0.8446,32.192
Myrwn,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Top,45,35.276,0.7839,22.089
Ragner,Europe,LFL,2023,full year (per-game derived),Team GO,Top,63,32.184,0.5109,24.814
Lot,Europe,LFL,2023,full year (per-game derived),Aegis,Top,47,31.247,0.6648,22.753
Sacre,Europe,PRM,2023,full year (per-game derived),FC Schalke 04 Esports,Top,44,27.409,0.6229,19.82
Pride,Europe,PRM,2023,full year (per-game derived),Eintracht Spandau,Top,46,27.233,0.592,19.912
Marky,Europe,LES,2023,full year (per-game derived),Movistar KOI,Top,61,26.782,0.439,18.771
iBo,Europe,LES,2023,full year (per-game derived),Los Heretics,Top,48,23.693,0.4936,15.599
Scarface,Europe,LES,2023,full year (per-game derived),Giants,Top,18,22.108,1.2282,10.124
Kryze,Europe,LFL,2023,full year (per-game derived),LDLC OL,Top,43,13.62,0.3167,12.133
Howling,Europe,LFL,2023,full year (per-game derived),BK ROG Esports,Top,47,12.542,0.2669,11.564
Sinmivak,Europe,LES,2023,full year (per-game derived),Finetwork KOI,Top,48,11.032,0.2298,7.961
Doxy,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Top,18,10.234,0.5686,5.812
Cabochard,Europe,LFL,2023,full year (per-game derived),Karmine Corp,Top,43,10.107,0.235,10.107
Carlsen,Europe,PRM,2023,full year (per-game derived),MOUZ NXT,Top,48,9.368,0.1952,9.318
Venour,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,Top,59,9.118,0.1545,9.162
Flamer,Europe,PRM,2023,full year (per-game derived),NNO Prime,Top,39,7.824,0.2006,8.459
R4VEN,Europe,LES,2023,full year (per-game derived),Rebels Gaming,Top,44,3.291,0.0748,3.291
Badlulu,Europe,LFL,2023,full year (per-game derived),GameWard,Top,43,2.734,0.0636,5.855
Th3Antonio,Europe,LES,2023,full year (per-game derived),Giants,Top,27,2.321,0.086,2.844
Sven,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Top,8,2.082,0.2602,3.047
Kio,Europe,LFL,2023,full year (per-game derived),IziDream,Top,39,1.783,0.0457,5.507
WhiteKnight,Europe,LES,2023,full year (per-game derived),Barça eSports,Top,44,0.0,0.0,1.375
PatkicaA,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,Top,26,-1.783,-0.0686,4.737
Tracyn,Europe,PRM,2023,full year (per-game derived),GamerLegion,Top,38,-2.608,-0.0686,2.77
Agresivoo,Europe,LFL,2023,full year (per-game derived),Team BDS Academy,Top,43,-3.612,-0.084,2.196
Ventair,Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,Top,36,-11.924,-0.3312,-2.035
Doxy,Europe,LES,2023,full year (per-game derived),UCAM Esports,Top,18,-17.116,-0.9509,-4.12
Scarface,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,Top,18,-17.794,-0.9886,-0.025
Papiteero,Europe,LES,2023,full year (per-game derived),UCAM Esports,Top,18,-22.854,-1.2697,-6.203
Vertigo,Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,Top,36,-26.015,-0.7226,-9.542
Dreedy,Europe,LES,2023,full year (per-game derived),Guasones,Top,36,-31.444,-0.8734,-15.216
Rubenxico,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Top,1,-77.397,-77.397,0.813
Akre,Europe,LES,2023,full year (per-game derived),Guasones,Jungle,18,77.965,4.3314,38.584
Agurin,Europe,PRM,2023,full year (per-game derived),NNO Prime,Jungle,3,76.203,25.401,20.057
Rabble,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Jungle,42,40.619,0.9671,30.11
Xerxe,Europe,LES,2023,full year (per-game derived),Giants,Jungle,27,38.119,1.4118,26.267
Pridestalkr,Europe,LFL,2023,full year (per-game derived),BK ROG Esports,Jungle,47,34.26,0.7289,22.714
ISMA,Europe,LES,2023,full year (per-game derived),Movistar KOI,Jungle,61,33.232,0.5448,27.399
Rulfchen,Europe,PRM,2023,full year (per-game derived),Berlin International Gaming,Jungle,54,31.039,0.5748,25.019
Hadess,Europe,LES,2023,full year (per-game derived),Barça eSports,Jungle,22,30.109,1.3686,21.871
Lamabear,Europe,PRM,2023,full year (per-game derived),NNO Prime,Jungle,36,28.202,0.7834,21.904
Alby,Europe,LES,2023,full year (per-game derived),Giants,Jungle,18,27.139,1.5077,20.127
Eckas,Europe,LFL,2023,full year (per-game derived),GameWard,Jungle,43,25.576,0.5948,17.087
Yohan,Europe,PRM,2023,full year (per-game derived),GamerLegion,Jungle,17,22.094,1.2996,17.302
Daglas,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,Jungle,44,21.332,0.4848,14.728
Peach,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,Jungle,27,21.328,0.7899,17.767
Lurox,Europe,PRM,2023,full year (per-game derived),SK Gaming Prime,Jungle,54,19.892,0.3684,17.984
NoName,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Jungle,25,17.352,0.6941,16.67
Ferret,Europe,PRM,2023,full year (per-game derived),GamerLegion,Jungle,18,16.8,0.9333,15.476
Xeonerr,Europe,LES,2023,full year (per-game derived),UCAM Esports,Jungle,8,16.129,2.0161,16.129
Zanzarah,Europe,PRM,2023,full year (per-game derived),Eintracht Spandau,Jungle,46,14.721,0.32,14.721
SkewMond,Europe,LFL,2023,full year (per-game derived),Aegis,Jungle,47,14.629,0.3113,10.971
Cinkrof,Europe,LFL,2023,full year (per-game derived),Karmine Corp,Jungle,25,14.628,0.5851,9.548
Skeanz,Europe,LFL,2023,full year (per-game derived),Karmine Corp,Jungle,18,12.275,0.6819,7.976
D4nKa,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Jungle,21,8.017,0.3818,12.888
Koldo,Europe,LES,2023,full year (per-game derived),Finetwork KOI,Jungle,48,7.899,0.1646,11.164
MAXI,Europe,LFL,2023,full year (per-game derived),Team BDS Academy,Jungle,43,5.524,0.1285,5.524
bluerzor,Europe,LES,2023,full year (per-game derived),Los Heretics,Jungle,48,3.773,0.0786,8.675
Obsess,Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,Jungle,18,2.351,0.1306,10.229
Don Arts,Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,Jungle,36,2.01,0.0558,7.949
Djoko,Europe,LFL,2023,full year (per-game derived),IziDream,Jungle,36,0.415,0.0115,2.802
D4nKa,Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,Jungle,18,0.0,0.0,9.375
Manaty,Europe,LFL,2023,full year (per-game derived),IziDream,Jungle,2,-0.271,-0.1355,5.179
Lyncas,Europe,LFL,2023,full year (per-game derived),Team GO,Jungle,63,-0.415,-0.0066,1.567
Alexx,Europe,PRM,2023,full year (per-game derived),MOUZ NXT,Jungle,48,-0.499,-0.0104,5.539
AHaHaCiK,Europe,LES,2023,full year (per-game derived),Rebels Gaming,Jungle,44,-1.258,-0.0286,6.005
Mart,Europe,LES,2023,full year (per-game derived),UCAM Esports,Jungle,28,-5.392,-0.1926,6.013
Twiizt,Europe,LFL,2023,full year (per-game derived),IziDream,Jungle,1,-6.002,-6.002,5.17
Memento,Europe,LES,2023,full year (per-game derived),Guasones,Jungle,18,-6.788,-0.3771,7.807
Shlatan,Europe,LFL,2023,full year (per-game derived),Solary,Jungle,42,-8.185,-0.1949,-2.303
White,Europe,LFL,2023,full year (per-game derived),LDLC OL,Jungle,43,-8.633,-0.2008,-2.64
CaD,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,Jungle,32,-11.134,-0.3479,1.706
Maxlore,Europe,LES,2023,full year (per-game derived),Barça eSports,Jungle,22,-15.067,-0.6849,3.317
Afroboi,Europe,PRM,2023,full year (per-game derived),FC Schalke 04 Esports,Jungle,44,-16.098,-0.3659,-3.224
Akabane,Europe,PRM,2023,full year (per-game derived),GamerLegion,Jungle,3,-18.675,-6.225,11.823
Special,Europe,PRM,2023,full year (per-game derived),Eintracht Spandau,Middle,46,37.783,0.8214,25.493
Mask,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,Middle,59,35.261,0.5976,25.614
Milica,Europe,LFL,2023,full year (per-game derived),IziDream,Middle,18,29.525,1.6403,13.277
Sencux,Europe,PRM,2023,full year (per-game derived),MOUZ NXT,Middle,48,25.157,0.5241,18.185
Toucouille,Europe,LFL,2023,full year (per-game derived),Team GO,Middle,63,22.254,0.3532,16.165
Czajek,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,Middle,44,19.847,0.4511,13.232
Matislaw,Europe,PRM,2023,full year (per-game derived),NNO Prime,Middle,39,15.793,0.4049,12.121
SAKEN,Europe,LFL,2023,full year (per-game derived),Karmine Corp,Middle,43,14.836,0.345,10.254
Simpli,Europe,PRM,2023,full year (per-game derived),FC Schalke 04 Esports,Middle,44,12.13,0.2757,10.231
Fresskowy,Europe,LES,2023,full year (per-game derived),Movistar KOI,Middle,61,11.445,0.1876,8.0
ESCIK,Europe,PRM,2023,full year (per-game derived),GamerLegion,Middle,18,7.584,0.4213,7.584
Czekolad,Europe,LFL,2023,full year (per-game derived),BK ROG Esports,Middle,47,7.58,0.1613,6.146
Random,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Middle,45,5.679,0.1262,3.891
Decay,Europe,LES,2023,full year (per-game derived),Giants,Middle,45,4.991,0.1109,3.487
ZaZee,Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,Middle,36,4.985,0.1385,6.199
Hatrixx,Europe,LES,2023,full year (per-game derived),UCAM Esports,Middle,36,4.265,0.1185,2.899
RKR,Europe,LFL,2023,full year (per-game derived),Team BDS Academy,Middle,43,4.012,0.0933,4.012
Zwyroo,Europe,LES,2023,full year (per-game derived),Los Heretics,Middle,48,3.704,0.0772,2.767
FEBIVEN,Europe,PRM,2023,full year (per-game derived),SK Gaming Prime,Middle,54,2.77,0.0513,4.546
Nafkelah,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Middle,36,2.504,0.0696,1.961
Nomanz,Europe,LFL,2023,full year (per-game derived),IziDream,Middle,21,2.433,0.1159,3.381
Dajor,Europe,LES,2023,full year (per-game derived),Rebels Gaming,Middle,9,2.215,0.2461,1.536
Valans,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Middle,5,1.342,0.2684,1.342
Backlund,Europe,LFL,2023,full year (per-game derived),LDLC OL,Middle,43,1.271,0.0296,2.431
SAJATOR,Europe,LES,2023,full year (per-game derived),Barça eSports,Middle,44,0.764,0.0174,1.005
Ronaldo,Europe,LES,2023,full year (per-game derived),Guasones,Middle,18,0.025,0.0014,0.864
Baca,Europe,LES,2023,full year (per-game derived),Finetwork KOI,Middle,48,-0.025,-0.0005,0.517
Eika,Europe,LFL,2023,full year (per-game derived),Aegis,Middle,47,-1.271,-0.027,0.852
Nite,Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,Middle,36,-2.77,-0.0769,2.067
twohoyrz,Europe,LFL,2023,full year (per-game derived),GameWard,Middle,43,-5.412,-0.1259,-1.422
Hydra,Europe,LES,2023,full year (per-game derived),Guasones,Middle,18,-8.669,-0.4816,-2.293
Xico,Europe,LES,2023,full year (per-game derived),Rebels Gaming,Middle,35,-10.548,-0.3014,-4.91
Peng,Europe,LFL,2023,full year (per-game derived),Solary,Middle,42,-21.252,-0.506,-10.411
Kaymin,Europe,PRM,2023,full year (per-game derived),Berlin International Gaming,Middle,54,-25.432,-0.471,-13.252
Phantomles,Europe,PRM,2023,full year (per-game derived),GamerLegion,Middle,20,-32.333,-1.6166,-7.897
Myrwn,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Middle,1,-61.875,-61.875,-0.599
Viketox,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Middle,1,-84.418,-84.418,-1.291
jinjo,Europe,PRM,2023,full year (per-game derived),GamerLegion,ADC,20,37.558,1.8779,24.629
Neon,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,ADC,26,33.677,1.2953,18.44
Caliste,Europe,LFL,2023,full year (per-game derived),Karmine Corp,ADC,25,31.845,1.2738,17.361
Jackspektra,Europe,LES,2023,full year (per-game derived),Los Heretics,ADC,23,29.284,1.2732,14.458
Supa,Europe,LES,2023,full year (per-game derived),Movistar KOI,ADC,61,28.551,0.468,20.061
Keduii,Europe,PRM,2023,full year (per-game derived),SK Gaming Prime,ADC,54,24.15,0.4472,21.305
Sayna,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,ADC,4,23.578,5.8945,17.241
Jeskla,Europe,LFL,2023,full year (per-game derived),LDLC OL,ADC,43,22.267,0.5178,15.334
Gadget,Europe,LES,2023,full year (per-game derived),Rebels Gaming,ADC,2,22.03,11.015,4.75
Jezu,Europe,LFL,2023,full year (per-game derived),Team GO,ADC,63,21.955,0.3485,16.593
Asza,Europe,PRM,2023,full year (per-game derived),GamerLegion,ADC,18,18.634,1.0352,17.235
TakeSet,Europe,LFL,2023,full year (per-game derived),Solary,ADC,42,18.113,0.4313,12.869
Smiley,Europe,PRM,2023,full year (per-game derived),Eintracht Spandau,ADC,46,16.945,0.3684,16.739
DizL,Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,ADC,36,16.624,0.4618,16.537
Tazaku,Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,ADC,36,16.438,0.4566,16.438
zamulek,Europe,LES,2023,full year (per-game derived),Guasones,ADC,18,13.519,0.7511,7.237
Jopa,Europe,LES,2023,full year (per-game derived),Finetwork KOI,ADC,30,13.037,0.4346,8.227
Flakked,Europe,LES,2023,full year (per-game derived),Los Heretics,ADC,25,11.718,0.4687,7.218
Fun K3y,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,ADC,55,11.671,0.2122,13.409
Lucker,Europe,LES,2023,full year (per-game derived),Finetwork KOI,ADC,18,11.499,0.6388,6.503
Trigger,Europe,LFL,2023,full year (per-game derived),BK ROG Esports,ADC,47,9.773,0.2079,8.213
Rayito,Europe,LES,2023,full year (per-game derived),Rebels Gaming,ADC,24,6.608,0.2753,4.93
BEAN,Europe,LES,2023,full year (per-game derived),Rebels Gaming,ADC,18,6.53,0.3628,4.699
HARPOON,Europe,PRM,2023,full year (per-game derived),Berlin International Gaming,ADC,54,6.18,0.1144,9.964
Kaori,Europe,LFL,2023,full year (per-game derived),Karmine Corp,ADC,18,5.891,0.3273,5.891
Innaxe,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,ADC,18,4.144,0.2302,5.257
Deadly,Europe,LES,2023,full year (per-game derived),Barça eSports,ADC,44,3.655,0.0831,3.655
BEAN,Europe,LES,2023,full year (per-game derived),Fnatic TQ,ADC,24,2.735,0.114,3.258
xMatty,Europe,LFL,2023,full year (per-game derived),Team BDS Academy,ADC,43,2.456,0.0571,3.91
Kynetic,Europe,PRM,2023,full year (per-game derived),MOUZ NXT,ADC,48,2.121,0.0442,7.801
Peco,Europe,LFL,2023,full year (per-game derived),GameWard,ADC,43,0.0,0.0,2.494
Attila,Europe,LES,2023,full year (per-game derived),Giants,ADC,45,-0.912,-0.0203,0.971
Rafitta,Europe,LES,2023,full year (per-game derived),UCAM Esports,ADC,36,-2.18,-0.0606,0.546
Legolas,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,ADC,45,-3.547,-0.0788,-0.578
Shiganari,Europe,LFL,2023,full year (per-game derived),Aegis,ADC,47,-4.018,-0.0855,-0.037
zamulek,Europe,PRM,2023,full year (per-game derived),NNO Prime,ADC,18,-6.362,-0.3534,8.158
Odi11,Europe,LES,2023,full year (per-game derived),Guasones,ADC,9,-9.18,-1.02,0.808
Rayito,Europe,LFL,2023,full year (per-game derived),IziDream,ADC,21,-9.33,-0.4443,-0.19
Rubenxico,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,ADC,1,-10.13,-10.13,3.232
Bung,Europe,LFL,2023,full year (per-game derived),IziDream,ADC,18,-11.057,-0.6143,-0.264
Mishi,Europe,PRM,2023,full year (per-game derived),FC Schalke 04 Esports,ADC,44,-13.488,-0.3065,-0.987
Reptile,Europe,LES,2023,full year (per-game derived),Fnatic TQ,ADC,16,-15.222,-0.9514,-2.695
Nafkelah,Europe,LES,2023,full year (per-game derived),Fnatic TQ,ADC,2,-26.807,-13.4035,1.84
Notiko,Europe,PRM,2023,full year (per-game derived),NNO Prime,ADC,21,-29.273,-1.394,-1.823
Nash1c,Europe,LES,2023,full year (per-game derived),Guasones,ADC,9,-60.823,-6.7581,-10.65
Obstinatus,Europe,LES,2023,full year (per-game derived),Rebels Gaming,Support,44,48.629,1.1052,34.009
Advienne,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Support,16,31.283,1.9552,19.568
Rhuckz,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Support,8,31.127,3.8909,17.168
Stend,Europe,LES,2023,full year (per-game derived),Finetwork KOI,Support,30,30.811,1.027,22.002
Zoelys,Europe,LFL,2023,full year (per-game derived),LDLC OL,Support,43,25.422,0.5912,17.378
Lilipp,Europe,PRM,2023,full year (per-game derived),Eintracht Spandau,Support,46,24.964,0.5427,16.537
Seal,Europe,PRM,2023,full year (per-game derived),FC Schalke 04 Esports,Support,44,24.469,0.5561,16.026
Lekcyc,Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,Support,59,24.067,0.4079,17.162
Alvaro,Europe,LES,2023,full year (per-game derived),Movistar KOI,Support,61,23.838,0.3908,20.357
Nio,Europe,LES,2023,full year (per-game derived),Guasones,Support,4,21.671,5.4178,14.535
Prime,Europe,PRM,2023,full year (per-game derived),SK Gaming Prime,Support,54,21.521,0.3985,15.152
Oscure,Europe,LES,2023,full year (per-game derived),BISONS ECLUB,Support,46,21.226,0.4614,18.135
Stend,Europe,LES,2023,full year (per-game derived),Giants,Support,18,19.917,1.1065,15.914
Hantera,Europe,LFL,2023,full year (per-game derived),Aegis,Support,47,17.869,0.3802,13.269
Tore,Europe,PRM,2023,full year (per-game derived),MOUZ NXT,Support,48,17.329,0.361,12.143
Targamas,Europe,LFL,2023,full year (per-game derived),Karmine Corp,Support,25,16.058,0.6423,10.68
Erdote,Europe,LFL,2023,full year (per-game derived),Team BDS Academy,Support,43,15.769,0.3667,11.812
Kadir,Europe,LES,2023,full year (per-game derived),Fnatic TQ,Support,18,13.631,0.7573,13.631
kamilius,Europe,LFL,2023,full year (per-game derived),Team GO,Support,63,9.754,0.1548,8.641
Efias,Europe,LES,2023,full year (per-game derived),Barça eSports,Support,44,8.146,0.1851,10.437
Visdom,Europe,PRM,2023,full year (per-game derived),GamerLegion,Support,38,7.983,0.2101,6.292
Raxxo,Europe,LFL,2023,full year (per-game derived),GameWard,Support,43,7.943,0.1847,7.299
Veignorem,Europe,LFL,2023,full year (per-game derived),BK ROG Esports,Support,47,6.421,0.1366,6.421
Steeelback,Europe,LFL,2023,full year (per-game derived),Solary,Support,42,5.692,0.1355,6.005
Infoneral,Europe,LES,2023,full year (per-game derived),UCAM Esports,Support,18,4.739,0.2633,10.402
DuaLL,Europe,LES,2023,full year (per-game derived),Guasones,Support,18,4.492,0.2496,10.312
Vaunted,Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,Support,34,4.257,0.1252,4.257
JACTROLL,Europe,LFL,2023,full year (per-game derived),Vitality.Bee,Support,44,2.756,0.0626,4.287
Max1,Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,Support,36,1.589,0.0441,2.835
Kadir,Europe,LES,2023,full year (per-game derived),UCAM Esports,Support,18,1.509,0.0838,9.229
marlon,Europe,LES,2023,full year (per-game derived),Los Heretics,Support,48,-1.509,-0.0314,4.498
Leon,Europe,PRM,2023,full year (per-game derived),Berlin International Gaming,Support,54,-1.589,-0.0294,0.568
DuaLL,Europe,PRM,2023,full year (per-game derived),NNO Prime,Support,18,-6.681,-0.3712,0.285
Klaj,Europe,LFL,2023,full year (per-game derived),IziDream,Support,21,-8.267,-0.3937,0.553
whiteinn,Europe,LES,2023,full year (per-game derived),Giants,Support,27,-8.833,-0.3271,3.275
Saviour,Europe,PRM,2023,full year (per-game derived),NNO Prime,Support,18,-10.526,-0.5848,-1.111
Lamabear,Europe,PRM,2023,full year (per-game derived),NNO Prime,Support,3,-12.247,-4.0823,2.825
seaz,Europe,LES,2023,full year (per-game derived),Finetwork KOI,Support,18,-12.755,-0.7086,4.049
whiteinn,Europe,LFL,2023,full year (per-game derived),Karmine Corp,Support,18,-14.22,-0.79,-1.075
Twiizt,Europe,LFL,2023,full year (per-game derived),IziDream,Support,17,-15.984,-0.9402,-1.421
Darlik,Europe,LFL,2023,full year (per-game derived),IziDream,Support,1,-17.65,-17.65,5.682
Xioh,Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,Support,2,-27.467,-13.7335,2.367
Mystiques,Europe,LES,2023,full year (per-game derived),Guasones,Support,14,-45.167,-3.2262,-4.434
Rocklho,Europe,PRM,2024,full year (per-game derived),E WIE EINFACH E-SPORTS,Top,1,46.803,46.803,12.975
Marky,Europe,LES,2024,full year (per-game derived),Movistar KOI,Top,46,40.62,0.883,28.209
Spooder,Europe,LES,2024,full year (per-game derived),Guasones,Top,31,34.399,1.1096,22.708
JNX,Europe,LFL,2024,full year (per-game derived),Team BDS Academy,Top,54,32.485,0.6016,28.598
Tracyn,Europe,PRM,2024,full year (per-game derived),Austrian Force willhaben,Top,47,31.422,0.6686,19.334
iBo,Europe,LES,2024,full year (per-game derived),Ramboot Club,Top,48,31.411,0.6544,23.46
Carlsen,Europe,LES,2024,full year (per-game derived),Los Heretics,Top,52,30.398,0.5846,20.58
Lot,Europe,LFL,2024,full year (per-game derived),Team GO,Top,49,28.704,0.5858,21.199
Westlander,Europe,LES,2024,full year (per-game derived),ZETA,Top,18,26.529,1.4738,16.784
