Player,Region,League,Year,Dataset,Team,Pos,GP,WAR,WAR_per_game,proj_WAR
ZWICKL,Europe,PRM,2026,full year (per-game derived),VfB eSports,Jungle,34,11.474,0.3375,11.474
bluerzor,Europe,LES,2026,full year (per-game derived),UCAM Esports,Jungle,44,8.755,0.199,7.761
Densi,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,Jungle,30,8.236,0.2745,9.792
Time,Europe,LES,2026,full year (per-game derived),GIANTX iTero,Jungle,11,6.894,0.6267,9.605
Th3Antonio,Europe,LES,2026,full year (per-game derived),GIANTX iTero,Jungle,21,3.217,0.1532,5.984
naau,Europe,LES,2026,full year (per-game derived),Falke Esports,Jungle,3,1.749,0.583,7.721
Woldjo,Europe,PRM,2026,full year (per-game derived),TeamOrangeGaming,Jungle,43,1.394,0.0324,5.661
Dawciu,Europe,LFL,2026,full year (per-game derived),Vitality.Bee,Jungle,34,0.0,0.0,7.636
Kobs,Europe,LFL,2026,full year (per-game derived),ZYB Esport,Jungle,4,-1.382,-0.3455,13.922
Time,Europe,LES,2026,full year (per-game derived),Movistar KOI Fénix,Jungle,34,-3.217,-0.0946,4.722
Kaboom,Europe,LFL,2026,full year (per-game derived),Ici Japon Corp. Esport,Jungle,18,-3.376,-0.1876,8.875
Xagog,Europe,PRM,2026,full year (per-game derived),Eintracht Spandau,Jungle,58,-4.182,-0.0721,6.149
Clicker,Europe,LES,2026,full year (per-game derived),Falke Esports,Jungle,26,-11.457,-0.4407,-0.884
Kobs,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,Jungle,15,-13.179,-0.8786,6.507
Pegaso,Europe,LES,2026,full year (per-game derived),LUA Gaming,Jungle,30,-19.178,-0.6393,-5.333
Pasu,Europe,PRM,2026,full year (per-game derived),ROSSMANN Centaurs,Jungle,21,-19.468,-0.927,-0.887
KKT,Europe,LFL,2026,full year (per-game derived),Lille Esport,Jungle,11,-20.12,-1.8291,6.563
Nisqy,Europe,LFL,2026,full year (per-game derived),ZYB Esport,Jungle,1,-20.415,-20.415,14.747
Lurox,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,Jungle,10,-25.888,-2.5888,1.961
Dome,Europe,PRM,2026,full year (per-game derived),A One Man Army Prime,Jungle,6,-37.945,-6.3242,3.581
Czajek,Europe,LFL,2026,full year (per-game derived),Vitality.Bee,Middle,34,39.462,1.1606,22.186
Fresskowy,Europe,LES,2026,full year (per-game derived),Movistar KOI Fénix,Middle,44,33.244,0.7555,21.72
SAKEN,Europe,LFL,2026,full year (per-game derived),French Flair,Middle,24,32.953,1.373,23.547
Koussay,Europe,LFL,2026,full year (per-game derived),Lille Esport,Middle,11,32.079,2.9163,21.043
Kamiloo,Europe,LFL,2026,full year (per-game derived),Karmine Corp Blue,Middle,27,30.149,1.1166,15.368
Dajor,Europe,LFL,2026,full year (per-game derived),Ici Japon Corp. Esport,Middle,22,29.253,1.3297,25.259
Mercy9,Europe,LES,2026,full year (per-game derived),Team Heretics Academy,Middle,39,28.263,0.7247,15.821
Hydra,Europe,LES,2026,full year (per-game derived),LUA Gaming,Middle,30,27.432,0.9144,17.194
PowerOfEvil,Europe,PRM,2026,full year (per-game derived),Eintracht Spandau,Middle,58,27.123,0.4676,25.218
ESCIK,Europe,LES,2026,full year (per-game derived),UCAM Esports,Middle,44,26.087,0.5929,18.975
SAJATOR,Europe,PRM,2026,full year (per-game derived),TeamOrangeGaming,Middle,43,24.73,0.5751,14.578
Toffe,Europe,LFL,2026,full year (per-game derived),TLN Pirates,Middle,48,24.717,0.5149,23.48
Nafkelah,Europe,LFL,2026,full year (per-game derived),Skillcamp,Middle,29,22.951,0.7914,19.71
Mentos,Europe,LES,2026,full year (per-game derived),Falke Esports,Middle,11,21.545,1.9586,11.0
SAKEN,Europe,LFL,2026,full year (per-game derived),ZYB Esport,Middle,7,18.651,2.6644,17.105
Sencux,Europe,PRM,2026,full year (per-game derived),Eintracht Frankfurt,Middle,40,18.408,0.4602,16.05
Kofte,Europe,LFL,2026,full year (per-game derived),Joblife,Middle,7,15.743,2.249,16.933
Toasty,Europe,PRM,2026,full year (per-game derived),G2 NORD,Middle,58,15.39,0.2653,14.344
Reeker,Europe,PRM,2026,full year (per-game derived),Berlin International Gaming,Middle,60,14.355,0.2392,13.689
Fooneses,Europe,PRM,2026,full year (per-game derived),ROSSMANN Centaurs,Middle,21,13.587,0.647,12.888
xKenzuke,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,Middle,24,11.698,0.4874,14.822
Abbedagge,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,Middle,40,11.26,0.2815,11.33
Sayn,Europe,LFL,2026,full year (per-game derived),BK ROG Esports,Middle,10,9.842,0.9842,15.428
Relative,Europe,PRM,2026,full year (per-game derived),E WIE EINFACH E-SPORTS,Middle,54,7.565,0.1401,7.22
Dyenn,Europe,LES,2026,full year (per-game derived),GIANTX iTero,Middle,11,7.325,0.6659,7.325
Midnight,Europe,LES,2026,full year (per-game derived),UB Alma Mater,Middle,10,5.144,0.5144,6.8
fantomisto,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,Middle,1,0.569,0.569,16.686
Midnight,Europe,LES,2026,full year (per-game derived),Falke Esports,Middle,18,0.144,0.008,4.717
Czekolad,Europe,LFL,2026,full year (per-game derived),Joblife,Middle,27,0.0,0.0,14.125
Macaquinho,Europe,LES,2026,full year (per-game derived),Barça eSports,Middle,47,-0.144,-0.0031,2.857
Miniduke,Europe,LES,2026,full year (per-game derived),GIANTX iTero,Middle,21,-5.555,-0.2645,-1.347
RoyalKanin,Europe,PRM,2026,full year (per-game derived),Unicorns of Love Sexy Edition,Middle,53,-7.565,-0.1427,1.01
c0st0m,Europe,PRM,2026,full year (per-game derived),ROSSMANN Centaurs,Middle,15,-9.063,-0.6042,5.502
Nisqy,Europe,LFL,2026,full year (per-game derived),ZYB Esport,Middle,24,-9.741,-0.4059,5.004
OMON,Europe,LFL,2026,full year (per-game derived),Galions,Middle,57,-11.425,-0.2004,-4.409
Jool,Europe,LFL,2026,full year (per-game derived),Solary,Middle,44,-11.767,-0.2674,0.332
Pauporter,Europe,LES,2026,full year (per-game derived),UB Alma Mater,Middle,19,-14.72,-0.7747,-0.958
Artoria,Europe,PRM,2026,full year (per-game derived),A One Man Army Prime,Middle,6,-29.907,-4.9845,5.663
Luke,Europe,PRM,2026,full year (per-game derived),VfB eSports,Middle,34,-35.376,-1.0405,-12.363
Ragner,Europe,LFL,2026,full year (per-game derived),Joblife,ADC,1,65.262,65.262,18.696
Wakz,Europe,LFL,2026,full year (per-game derived),Solary,ADC,1,38.894,38.894,17.886
UNF0RGIVEN,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,ADC,24,38.326,1.5969,23.43
Legolas,Europe,LES,2026,full year (per-game derived),Barça eSports,ADC,47,28.288,0.6019,20.205
Keduii,Europe,PRM,2026,full year (per-game derived),Eintracht Spandau,ADC,41,28.271,0.6895,17.772
Exofeng,Europe,LFL,2026,full year (per-game derived),Skillcamp,ADC,7,26.658,3.8083,16.902
Comp,Europe,LFL,2026,full year (per-game derived),Joblife,ADC,27,25.971,0.9619,21.925
Looki,Europe,LFL,2026,full year (per-game derived),Karmine Corp Blue,ADC,7,24.039,3.4341,18.458
Ryuk,Europe,PRM,2026,full year (per-game derived),TeamOrangeGaming,ADC,43,23.468,0.5458,18.119
Vespa,Europe,LFL,2026,full year (per-game derived),Lille Esport,ADC,11,23.054,2.0958,18.728
Hazel,Europe,PRM,2026,full year (per-game derived),ROSSMANN Centaurs,ADC,15,21.023,1.4015,12.53
DenVoksne,Europe,PRM,2026,full year (per-game derived),Unicorns of Love Sexy Edition,ADC,53,20.872,0.3938,15.98
Yakkey,Europe,LFL,2026,full year (per-game derived),Vitality.Bee,ADC,24,19.971,0.8321,18.409
Deadly,Europe,LFL,2026,full year (per-game derived),Skillcamp,ADC,22,19.481,0.8855,17.03
3XA,Europe,LFL,2026,full year (per-game derived),Joblife,ADC,6,18.586,3.0977,24.119
Axelent,Europe,LFL,2026,full year (per-game derived),TLN Pirates,ADC,48,17.956,0.3741,17.664
Rin,Europe,PRM,2026,full year (per-game derived),G2 NORD,ADC,58,17.89,0.3084,17.808
Jezu,Europe,LFL,2026,full year (per-game derived),ZYB Esport,ADC,30,17.68,0.5893,15.674
Flakked,Europe,LES,2026,full year (per-game derived),GIANTX iTero,ADC,21,17.031,0.811,9.241
Hazel,Europe,LFL,2026,full year (per-game derived),Karmine Corp Blue,ADC,20,16.762,0.8381,15.411
Kaii,Europe,LES,2026,full year (per-game derived),LUA Gaming,ADC,30,15.967,0.5322,11.85
Exofeng,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,ADC,16,14.639,0.9149,10.872
Noz2k,Europe,PRM,2026,full year (per-game derived),E WIE EINFACH E-SPORTS,ADC,49,14.62,0.2984,10.333
Fun K3y,Europe,PRM,2026,full year (per-game derived),Eintracht Spandau,ADC,17,13.036,0.7668,9.621
Booshi,Europe,LFL,2026,full year (per-game derived),ZYB Esport,ADC,1,12.167,12.167,6.997
HARPOON,Europe,LFL,2026,full year (per-game derived),Galions,ADC,57,11.402,0.2,13.968
ANDARIEL,Europe,LES,2026,full year (per-game derived),UCAM Esports,ADC,44,9.674,0.2199,8.58
Lure,Europe,LES,2026,full year (per-game derived),Team Heretics Academy,ADC,39,9.567,0.2453,8.838
3XA,Europe,LFL,2026,full year (per-game derived),French Flair,ADC,24,8.752,0.3647,20.41
Xay,Europe,PRM,2026,full year (per-game derived),A One Man Army Prime,ADC,6,8.629,1.4382,10.481
Abner,Europe,LES,2026,full year (per-game derived),Falke Esports,ADC,3,6.307,2.1023,7.796
Yen,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,ADC,7,5.954,0.8506,15.176
Rayito,Europe,LES,2026,full year (per-game derived),GIANTX iTero,ADC,11,1.858,0.1689,4.129
Tazaku,Europe,PRM,2026,full year (per-game derived),VfB eSports,ADC,34,1.846,0.0543,6.914
Devn,Europe,PRM,2026,full year (per-game derived),ROSSMANN Centaurs,ADC,21,0.883,0.042,6.858
Avra,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,ADC,10,0.815,0.0815,13.274
13,Europe,LES,2026,full year (per-game derived),Movistar KOI Fénix,ADC,44,0.0,0.0,2.327
Aetinoth,Europe,LFL,2026,full year (per-game derived),Solary,ADC,43,-0.272,-0.0063,6.486
Soldier,Europe,LFL,2026,full year (per-game derived),Ici Japon Corp. Esport,ADC,22,-0.781,-0.0355,9.828
Notiko,Europe,PRM,2026,full year (per-game derived),Eintracht Frankfurt,ADC,26,-0.883,-0.034,5.541
Patrik,Europe,PRM,2026,full year (per-game derived),Berlin International Gaming,ADC,45,-1.543,-0.0343,1.966
Booshi,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,ADC,8,-2.043,-0.2554,5.8
UNF0RGIVEN,Europe,LFL,2026,full year (per-game derived),BK ROG Esports,ADC,10,-3.957,-0.3957,15.287
Fun K3y,Europe,PRM,2026,full year (per-game derived),Berlin International Gaming,ADC,15,-6.815,-0.4543,4.198
Marcv1,Europe,LES,2026,full year (per-game derived),Falke Esports,ADC,26,-7.979,-0.3069,0.881
Devn,Europe,PRM,2026,full year (per-game derived),Eintracht Frankfurt,ADC,14,-13.959,-0.9971,3.216
Vizzpers,Europe,LFL,2026,full year (per-game derived),Vitality.Bee,ADC,10,-20.435,-2.0435,8.162
Afriibi,Europe,PRM,2026,full year (per-game derived),E WIE EINFACH E-SPORTS,ADC,3,-22.377,-7.459,10.859
adrianlaneitor,Europe,LES,2026,full year (per-game derived),UB Alma Mater,ADC,29,-39.544,-1.3636,-14.797
Lothi,Europe,PRM,2026,full year (per-game derived),E WIE EINFACH E-SPORTS,ADC,2,-85.366,-42.683,5.101
Notorious Piero,Europe,LFL,2026,full year (per-game derived),Solary,Support,1,45.486,45.486,2.395
Lilipp,Europe,PRM,2026,full year (per-game derived),TeamOrangeGaming,Support,43,40.423,0.9401,27.05
Wildenbruch,Europe,PRM,2026,full year (per-game derived),E WIE EINFACH E-SPORTS,Support,54,37.827,0.7005,23.196
Seneca,Europe,PRM,2026,full year (per-game derived),Unicorns of Love Sexy Edition,Support,3,30.234,10.078,17.693
Jakobobbi,Europe,PRM,2026,full year (per-game derived),VfB eSports,Support,34,28.437,0.8364,24.053
Urban,Europe,PRM,2026,full year (per-game derived),A One Man Army Prime,Support,6,27.922,4.6537,20.704
seaz,Europe,PRM,2026,full year (per-game derived),Eintracht Spandau,Support,58,27.009,0.4657,19.822
Kaiser,Europe,PRM,2026,full year (per-game derived),Berlin International Gaming,Support,60,25.452,0.4242,24.236
Rito,Europe,LES,2026,full year (per-game derived),Falke Esports,Support,3,23.422,7.8073,7.6
Batuuu,Europe,LES,2026,full year (per-game derived),Team Heretics Academy,Support,39,21.056,0.5399,14.364
whiteinn,Europe,LFL,2026,full year (per-game derived),Ici Japon Corp. Esport,Support,22,19.641,0.8928,8.555
Doss,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,Support,14,19.332,1.3809,11.342
Zoelys,Europe,LFL,2026,full year (per-game derived),Galions,Support,57,17.706,0.3106,9.446
Thomas,Europe,LFL,2026,full year (per-game derived),TLN Pirates,Support,48,15.578,0.3245,8.029
Mersa,Europe,LFL,2026,full year (per-game derived),Joblife,Support,16,14.15,0.8844,3.612
Pyrka,Europe,PRM,2026,full year (per-game derived),Kaufland Hangry Knights,Support,26,13.812,0.5312,19.798
Mxe,Europe,LFL,2026,full year (per-game derived),Esprit Shōnen,Support,18,10.659,0.5922,6.353
Infoneral,Europe,PRM,2026,full year (per-game derived),ROSSMANN Centaurs,Support,15,10.422,0.6948,7.547
Richu,Europe,PRM,2026,full year (per-game derived),Eintracht Frankfurt,Support,14,10.306,0.7361,16.559
Attila,Europe,LES,2026,full year (per-game derived),GIANTX iTero,Support,32,9.191,0.2872,7.654
TIMR,Europe,LES,2026,full year (per-game derived),LUA Gaming,Support,30,8.392,0.2797,7.215
Oscure,Europe,LES,2026,full year (per-game derived),Barça eSports,Support,47,7.86,0.1672,6.662
Piero,Europe,LFL,2026,full year (per-game derived),Solary,Support,43,6.184,0.1438,7.306
Deleted,Europe,LES,2026,full year (per-game derived),Falke Esports,Support,26,6.096,0.2345,6.096
Myrtus,Europe,LES,2026,full year (per-game derived),Movistar KOI Fénix,Support,44,5.234,0.119,5.073
