Region,League,Year,Dataset,Team,Player,Pos,GP,WAR,WAR_per_game,CPS,repl_CPS,z_DMG_GOLD_ratio,z_CSPM,z_DPM_adj,z_neg_DTH,z_EGPM_adj,z_GD10_adj,z_XPD10_adj,z_KP_residual,z_KS_pct,z_CTR_adj_GD10,z_TLDPS,z_neg_DTH_adj,z_D_P15_adj,z_WCPM_type3,z_JSAD,z_CSD10_adj,z_CWPM_type3,z_WPM_type3
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Bonnie,Jungle,33,2.9809,0.09,-0.1186,-0.1927,,,,,-0.3936,0.3265,,-0.5702,,,,0.1869,,0.3739,-0.3686,-0.047,0.5165,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,T1 Esports Academy,Vincenzo,Jungle,126,1.622,0.013,-0.1524,-0.1927,,,,,0.2539,-0.9523,,-0.0104,,,,0.1704,,-0.0777,0.0786,-0.5776,-0.8331,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,DN SOOPers Challengers,DDoiV,Jungle,118,1.1273,0.01,-0.1647,-0.1927,,,,,-0.3778,-0.1756,,-0.3571,,,,-0.9685,,0.8634,-0.3161,-0.4718,1.2589,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX Challengers,Juhan,Jungle,109,0.4142,0.004,-0.1824,-0.1927,,,,,0.0759,0.1467,,-0.867,,,,-1.547,,0.1129,0.3141,-0.2046,0.3214,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Gen.G Global Academy,Winner,Jungle,114,-1.2425,-0.011,-0.2236,-0.1927,,,,,-0.2886,-0.4034,,0.2574,,,,0.2056,,-0.4042,-0.4319,-0.5473,0.0812,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,Sylvie,Jungle,89,-7.2781,-0.082,-0.3735,-0.1927,,,,,-0.5456,-0.0798,,0.0219,,,,-0.5905,,-1.2296,-0.531,-0.3698,1.3294,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION Challengers,Ellim,Jungle,74,-12.4821,-0.169,-0.5028,-0.1927,,,,,-0.5884,-0.97,,0.1091,,,,0.0306,,-1.7757,-0.3632,-0.2275,0.7059,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX Challengers,Ucal,Middle,45,47.1371,1.047,0.8853,-0.2859,0.078,,0.7878,0.4276,1.5701,1.1759,-0.4371,1.4745,2.3727,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX Challengers,kyeahoo,Middle,64,39.8624,0.623,0.7045,-0.2859,0.9269,,0.8507,1.0396,1.0404,1.0333,0.1385,0.0661,0.4733,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,DN SOOPers Challengers,Pungyeon,Middle,110,19.8431,0.18,0.2071,-0.2859,-0.104,,0.77,0.0857,0.5201,0.0348,-0.109,0.4051,0.3527,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,Fisher,Middle,75,16.4215,0.219,0.1221,-0.2859,0.9511,,0.6915,-0.826,-0.4349,0.286,-0.3406,-0.1776,0.0663,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,T1 Esports Academy,Poby,Middle,79,8.9377,0.113,-0.0638,-0.2859,0.0693,,-0.3482,0.6634,0.6339,-0.5626,0.5006,-0.6032,-0.4779,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,KT Rolster Challengers,Zinie,Middle,110,7.6174,0.069,-0.0966,-0.2859,1.0913,,1.3038,-1.0101,0.1477,-0.4548,-1.2536,-0.8228,-0.4202,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports Challengers,Tempester,Middle,97,1.597,0.016,-0.2462,-0.2859,0.269,,-0.299,-0.0012,-1.107,-0.1728,0.2067,-0.3616,-0.998,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Dplus Kia Challengers,Garden,Middle,84,0.2057,0.002,-0.2808,-0.2859,0.1868,,-0.7691,-1.2914,-0.9075,-1.0575,-0.1714,0.7065,0.4845,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,T1 Esports Academy,Guti,Middle,47,-0.0686,-0.001,-0.2876,-0.2859,-0.6205,,-0.475,-0.4733,0.0412,-0.1115,-0.2802,-0.1079,-0.1185,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Daystar,Middle,129,-6.5018,-0.05,-0.4474,-0.2859,0.0102,,-0.4432,-0.6187,-0.3346,-1.287,-1.2871,0.4747,-0.5927,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Gen.G Global Academy,Kemish,Middle,114,-10.363,-0.091,-0.5434,-0.2859,-0.2201,,-0.6167,-0.2996,-1.8968,-1.2436,-1.0873,1.0026,-0.7315,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION Challengers,Starlit,Middle,89,-15.7395,-0.177,-0.6769,-0.2859,-0.3241,,-0.9621,-1.4833,0.1567,-1.2052,-0.6272,-1.027,0.143,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,T1 Esports Academy,Smash,ADC,81,50.8767,0.628,0.9018,-0.3623,0.2495,1.3793,1.0314,0.7041,1.8049,0.8537,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Gen.G Global Academy,About,ADC,114,48.3626,0.424,0.8393,-0.3623,0.2748,1.6118,1.6117,-0.4909,1.3483,1.3642,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,Trigger,ADC,35,37.7383,1.078,0.5753,-0.3623,0.1501,0.4212,0.8526,0.7241,0.6539,0.7635,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,KT Rolster Challengers,Paduck,ADC,102,32.4322,0.318,0.4435,-0.3623,0.3407,-1.174,1.1529,0.402,0.65,1.3814,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports Challengers,Pyeonsik,ADC,97,27.2507,0.281,0.3148,-0.3623,0.6669,-0.4121,0.5347,0.3233,-0.0504,0.4658,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,vital,ADC,38,25.2075,0.663,0.264,-0.3623,-1.6633,2.0158,-0.2354,2.0511,0.3241,-0.5379,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,DN SOOPers Challengers,Slayer,ADC,120,22.4287,0.187,0.195,-0.3623,-0.0813,0.3661,0.7228,-0.0984,0.457,-0.3031,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX Challengers,LazyFeel,ADC,70,16.8661,0.241,0.0568,-0.3623,0.7821,-0.3833,0.3649,-0.871,-0.1214,0.4251,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Dplus Kia Challengers,Wayne,ADC,84,7.3896,0.088,-0.1787,-0.3623,0.3304,-0.8177,-0.5295,0.7418,-0.6086,-0.9873,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Enosh,ADC,58,3.2456,0.056,-0.2816,-0.3623,-0.2639,-0.625,-0.2908,-0.049,0.244,-0.7768,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION Challengers,Bull,ADC,49,0.7258,0.015,-0.3443,-0.3623,0.3845,-0.5482,-0.4693,-0.2141,-0.5221,-1.479,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Envyy,ADC,77,-5.4633,-0.071,-0.498,-0.3623,-0.6703,-0.3439,-0.5902,-0.4661,-0.2192,-0.4768,,,,,,,,,,,,
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,T1 Esports Academy,Cloud,Support,126,33.0389,0.262,0.7225,-0.0983,,,,-1.318,,-0.1859,,1.0013,,,,,,0.4594,,,1.9977,1.6721
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,BNK FEARX Youth,Career,Support,135,23.397,0.173,0.483,-0.0983,,,,1.7214,,-0.1823,,0.6002,,,,,,0.9606,,,-0.0212,0.0909
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Gen.G Global Academy,Namgung,Support,114,21.1509,0.186,0.4272,-0.0983,,,,0.246,,0.0999,,0.527,,,,,,0.1579,,,0.3964,0.9547
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,HANJIN BRION Challengers,Kice,Support,84,20.094,0.239,0.4009,-0.0983,,,,0.7276,,-0.2385,,-0.0918,,,,,,0.1018,,,0.6817,0.9691
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Kiwoom DRX Challengers,Pleata,Support,97,16.2438,0.167,0.3053,-0.0983,,,,-0.3251,,0.0144,,0.6843,,,,,,-0.0401,,,0.2465,0.8633
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Dplus Kia Challengers,Berr,Support,61,12.7894,0.21,0.2194,-0.0983,,,,-0.9473,,0.341,,0.7194,,,,,,1.131,,,0.3687,-0.2866
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Hanwha Life Esports Challengers,Bluffing,Support,97,6.4151,0.066,0.0611,-0.0983,,,,-0.8668,,0.151,,0.9009,,,,,,0.2529,,,0.0867,0.0908
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,Nongshim Esports Academy,Crack,Support,84,3.5205,0.042,-0.0109,-0.0983,,,,-0.4938,,-0.1748,,0.376,,,,,,0.057,,,-0.6982,0.1724
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,DN SOOPers Challengers,Quantum,Support,92,1.3923,0.015,-0.0637,-0.0983,,,,0.2511,,-0.1348,,0.8422,,,,,,-0.1745,,,-1.201,-0.2649
Korea,LCK CL,2025,Kickoff + Rounds 1-2 + Rounds 3-5 + Play-In + Playoffs,KT Rolster Challengers,Way,Support,83,-13.2822,-0.16,-0.4283,-0.0983,,,,0.421,,0.2354,,-1.2995,,,,,,-0.7978,,,-0.1768,-0.3941
Korea,LCK CL,2026,Kickoff + Rounds 1-2,BNK FEARX Youth,Kangin,Top,34,20.2226,0.595,0.418,-0.0525,,,,,,,-0.3837,1.742,,0.9707,0.4959,0.2925,-0.462,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Nongshim Esports Academy,Janus,Top,50,20.1591,0.403,0.4165,-0.0525,,,,,,,0.1729,-0.5961,,1.1505,1.2303,-0.6027,0.4281,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Haetae,Top,50,13.8716,0.277,0.2702,-0.0525,,,,,,,1.0694,-1.9652,,0.4128,0.9766,-0.3946,0.3105,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,DN SOOPers Challengers,Lancer,Top,38,10.9188,0.287,0.2015,-0.0525,,,,,,,1.023,0.252,,0.7271,-0.5329,0.0518,-0.7309,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,Frog,Top,51,8.8058,0.173,0.1523,-0.0525,,,,,,,0.5856,-0.7968,,-0.1923,-0.0431,1.8867,-0.2358,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Jaehyuk,Top,30,1.1511,0.038,-0.0258,-0.0525,,,,,,,0.8425,0.0536,,0.3434,-0.97,0.8465,-1.3811,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Sero,Top,43,0.3559,0.008,-0.0443,-0.0525,,,,,,,0.4844,0.6055,,0.4267,-0.4304,-1.3985,-0.7276,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,Ripple,Top,30,-0.1186,-0.004,-0.0553,-0.0525,,,,,,,-0.885,-0.1221,,-0.7069,0.7425,-1.2457,2.2924,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,HANJIN BRION Challengers,DDahyuk,Top,33,-18.1804,-0.551,-0.4756,-0.0525,,,,,,,-1.048,0.0115,,-1.1829,-0.6432,0.7563,0.4732,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Panther,Top,39,-34.6022,-0.887,-0.8577,-0.0525,,,,,,,-1.8611,0.8156,,-1.9491,-0.8258,-0.1923,0.0332,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Sharvel,Jungle,30,30.5467,1.018,0.4982,-0.2125,,,,,0.9915,-0.9921,,-0.5165,,,,-0.0979,,2.0379,1.3274,1.0312,-0.7774,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Painter,Jungle,50,29.1543,0.583,0.4658,-0.2125,,,,,0.8715,1.547,,-1.0767,,,,-1.434,,0.2691,0.347,1.5027,1.2211,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Sylvie,Jungle,43,24.9811,0.581,0.3687,-0.2125,,,,,0.9334,-0.0659,,0.3387,,,,1.8551,,-0.6132,0.7937,-0.1277,0.0482,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Jackal,Jungle,39,19.0465,0.488,0.2306,-0.2125,,,,,0.0799,-0.2554,,2.2155,,,,0.6227,,-1.6167,-0.0968,-0.3669,-0.3813,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Nongshim Esports Academy,Mihawk,Jungle,50,14.8709,0.297,0.1335,-0.2125,,,,,0.623,0.7501,,-1.3821,,,,0.1885,,-0.242,0.2695,0.8791,-0.4348,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,Winner,Jungle,51,9.7142,0.19,0.0135,-0.2125,,,,,0.4331,0.8158,,-0.4174,,,,-0.1495,,0.1771,-0.2539,-0.3095,0.4799,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,DN SOOPers Challengers,DDoiV,Jungle,38,0.5607,0.015,-0.1995,-0.2125,,,,,-0.2672,0.0066,,-0.1733,,,,0.2389,,-0.106,0.7274,-1.6431,0.2911,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,HANJIN BRION Challengers,Dinai,Jungle,33,-0.1869,-0.006,-0.2169,-0.2125,,,,,-0.4564,0.5219,,0.0939,,,,-0.3371,,0.8828,-0.9054,-0.9167,-0.1112,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,Courage,Jungle,30,-8.9252,-0.298,-0.4202,-0.2125,,,,,-1.1707,-0.3445,,0.5151,,,,0.6709,,-0.9391,-0.9004,0.723,-1.9262,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,BNK FEARX Youth,Zephyr,Jungle,34,-28.424,-0.836,-0.8739,-0.2125,,,,,-2.0381,-1.9834,,0.4026,,,,-1.5576,,0.1501,-1.3085,-0.7722,1.5906,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,BNK FEARX Youth,FIESTA,Middle,34,47.9366,1.41,0.9069,-0.2085,2.0192,,1.2586,0.1024,-0.1266,0.6225,1.0044,0.8543,0.5768,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,Kemish,Middle,30,36.8761,1.229,0.6496,-0.2085,-0.364,,0.6203,2.0615,0.5611,0.1867,0.7364,1.2828,1.0401,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Guti,Middle,50,30.399,0.608,0.4989,-0.2085,0.7962,,0.8963,0.4197,0.9541,0.709,0.7313,-0.4769,0.0467,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,HANJIN BRION Challengers,Tempester,Middle,32,18.2128,0.569,0.2153,-0.2085,0.2193,,-0.6033,0.9644,-0.6871,0.8166,0.1329,0.7529,-0.4468,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Nongshim Esports Academy,SeTab,Middle,50,13.5505,0.271,0.1068,-0.2085,-0.1654,,0.4246,-0.3981,0.8626,0.9304,0.7072,-1.1546,0.139,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Hwichan,Middle,43,8.0821,0.188,-0.0204,-0.2085,-0.8951,,-0.2844,0.6343,0.8631,0.5341,0.3635,-0.5383,0.0158,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Garden,Middle,30,2.0176,0.067,-0.1615,-0.2085,0.1883,,0.004,-1.5673,0.6042,-0.4001,-0.2557,-0.0159,-0.1531,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,DN SOOPers Challengers,Flip,Middle,38,-0.6725,-0.018,-0.2241,-0.2085,0.5115,,0.568,-0.5235,-0.1653,-0.2908,-0.0988,-1.1616,-0.8658,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Cracker,Middle,39,-17.1585,-0.44,-0.6077,-0.2085,0.2157,,-1.2715,-0.9024,-1.88,0.0246,-0.0176,-0.8111,-1.2571,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,AKaJe,Middle,51,-38.0921,-0.747,-1.0948,-0.2085,-1.8738,,-2.103,-0.0675,-1.585,-0.5409,-0.7214,-0.4603,-1.2213,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,LazyFeel,ADC,41,53.8042,1.312,1.0443,-0.2076,1.4368,1.3929,1.3783,0.2688,0.6968,0.7855,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Pyeonsik,ADC,39,40.3359,1.034,0.731,-0.2076,0.6586,0.4655,0.6271,1.3719,0.4581,0.5168,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,DN SOOPers Challengers,Enosh,ADC,38,36.4321,0.959,0.6401,-0.2076,-0.4194,0.4387,1.1347,0.6779,1.4972,1.2809,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,FenRir,ADC,43,13.1325,0.305,0.098,-0.2076,1.2315,0.0564,0.8932,-1.6335,0.2134,-0.8317,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,BNK FEARX Youth,Slayer,ADC,34,5.5289,0.163,-0.0789,-0.2076,-0.9541,1.1234,0.2474,0.2934,0.5131,-1.9842,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,Jiwoo,ADC,10,5.3802,0.538,-0.0824,-0.2076,1.1844,0.2621,-0.0012,-1.6811,-0.3468,-0.1703,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,HANJIN BRION Challengers,OddEye,ADC,33,2.2371,0.068,-0.1555,-0.2076,0.2963,-1.0966,0.0227,0.0403,-0.2815,-0.4272,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Cypher,ADC,50,0.0767,0.002,-0.2058,-0.2076,-0.6392,-0.2259,-0.4718,-0.1163,-0.1803,1.1934,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Wayne,ADC,30,-0.0767,-0.003,-0.2094,-0.2076,-0.5703,-0.5004,-1.0443,0.6817,0.4449,0.4815,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Nongshim Esports Academy,Lucy,ADC,50,-0.3536,-0.007,-0.2158,-0.2076,-0.7962,0.2621,-0.9652,0.9205,-0.5642,0.1354,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,MUDAI,ADC,30,-58.3664,-1.946,-1.5656,-0.2076,-1.4285,-2.1781,-1.8209,-0.8237,-2.4507,-0.9801,,,,,,,,,,,,
Korea,LCK CL,2026,Kickoff + Rounds 1-2,T1 Esports Academy,Cloud,Support,50,59.2839,1.186,1.0785,-0.3009,,,,1.4141,,1.3541,,-0.1524,,,,,,0.9323,,,1.0958,1.3353
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Effort,Support,25,29.3201,1.173,0.3813,-0.3009,,,,0.8137,,-0.6129,,-0.5484,,,,,,0.7831,,,1.3505,1.1291
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,SIRIUSS,Support,11,28.9368,2.631,0.3724,-0.3009,,,,-1.3727,,-0.5514,,0.7518,,,,,,1.6582,,,0.062,1.114
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Hanwha Life Esports Challengers,Bluffing,Support,39,27.0713,0.694,0.329,-0.3009,,,,-0.0693,,0.0568,,1.3414,,,,,,0.462,,,0.2248,0.0219
Korea,LCK CL,2026,Kickoff + Rounds 1-2,HANJIN BRION Challengers,PlanB,Support,33,25.0098,0.758,0.281,-0.3009,,,,-1.2135,,0.457,,1.2494,,,,,,0.3937,,,0.6466,-0.3045
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Gen.G Global Academy,Lumos,Support,19,22.0846,1.162,0.2129,-0.3009,,,,-1.2156,,0.465,,-0.489,,,,,,1.132,,,1.5204,0.4744
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Nongshim Esports Academy,Pleata,Support,50,20.3444,0.407,0.1724,-0.3009,,,,0.4285,,1.4002,,-0.8658,,,,,,-0.1258,,,-0.6598,0.1924
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Dplus Kia Challengers,Loopy,Support,30,6.6208,0.221,-0.1469,-0.3009,,,,0.9398,,0.8626,,0.0651,,,,,,-0.5461,,,-0.1823,-1.3621
Korea,LCK CL,2026,Kickoff + Rounds 1-2,DN SOOPers Challengers,Quantum,Support,38,1.8516,0.049,-0.2578,-0.3009,,,,0.464,,-0.506,,1.0217,,,,,,-0.0092,,,-1.7616,-1.1229
Korea,LCK CL,2026,Kickoff + Rounds 1-2,BNK FEARX Youth,Luon,Support,34,-5.5549,-0.163,-0.4302,-0.3009,,,,0.6356,,-2.2596,,-0.013,,,,,,-1.5472,,,0.3129,0.6775
Korea,LCK CL,2026,Kickoff + Rounds 1-2,Kiwoom DRX Challengers,Minous,Support,51,-10.0489,-0.197,-0.5347,-0.3009,,,,-1.2326,,0.341,,0.1565,,,,,,-1.111,,,-0.714,-0.552
Korea,LCK CL,2026,Kickoff + Rounds 1-2,KT Rolster Challengers,Pollu,Support,12,-31.1501,-2.596,-1.0257,-0.3009,,,,-0.5739,,-0.9328,,-2.3813,,,,,,-1.2673,,,-0.6193,0.2429
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,MAD Lions,Chasy,Top,84,45.4264,0.541,0.54,-0.452,,,,,,,0.6156,0.441,,0.3735,0.5646,0.8486,0.3795,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,Team Vitality,Photon,Top,45,44.8622,0.997,0.5277,-0.452,,,,,,,0.6294,0.3331,,0.5623,0.7117,0.0494,0.5318,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,Astralis,Finn,Top,42,34.3839,0.819,0.2989,-0.452,,,,,,,0.4685,-0.7207,,-0.5417,0.4305,0.8474,1.7873,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,G2 Esports,BrokenBlade,Top,76,28.1264,0.37,0.1622,-0.452,,,,,,,-1.0908,0.276,,-0.1681,0.9412,1.6903,0.1441,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,KOI,Szygenda,Top,51,27.9362,0.548,0.1581,-0.452,,,,,,,0.7132,-0.5305,,0.3368,-0.0421,-0.563,0.7565,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,SK Gaming,Irrelevant,Top,52,20.6563,0.397,-0.0009,-0.452,,,,,,,0.3415,-0.8647,,-0.2819,0.6743,-1.5661,0.7375,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,Fnatic,Oscarinin,Top,43,19.1057,0.444,-0.0347,-0.452,,,,,,,0.23,0.6923,,-0.1326,-0.4955,-0.2535,-0.27,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,Excel Esports,Odoamne,Top,52,6.6221,0.127,-0.3074,-0.452,,,,,,,-0.3849,-0.1766,,-0.3655,-0.7718,0.5979,0.0333,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,Team Heretics,Evi,Top,44,-6.6221,-0.151,-0.5966,-0.452,,,,,,,-0.9504,-0.3142,,-0.9044,-0.3148,-1.0956,0.1209,,,,,
Europe,LEC,2023,Winter + Winter Groups + Winter PO + Spring + Spring Groups + Spring PO + Summer + Summer Groups + Summer PO + Season Finals,Fnatic,Wunder,Top,23,-15.9206,-0.692,-0.7996,-0.452,,,,,,,-0.7798,-1.2394,,-0.8862,-1.0156,1.0049,-1.3243,,,,,
