Region,League,Year,Dataset,Team,Team_WAR,WAR_per_Game,W,L,GP,W_pct,Players,Projected_Team_WAR,Proj_WAR_per_Game
Korea,LCK,2023,full year (per-game derived),Liiv SANDBOX,127.08,1.396,37,54,91,0.4066,"Clear, Willer, Clozer, Teddy, Kael",102.51,1.126
Korea,LCK,2023,full year (per-game derived),T1,125.74,1.048,74,46,120,0.6167,"Zeus, Oner, Faker, Gumayusi, Keria",109.94,0.916
Korea,LCK,2023,full year (per-game derived),Gen.G,105.73,0.97,81,28,109,0.7431,"Doran, Peanut, Chovy, Peyz, Delight",93.23,0.855
Korea,LCK,2023,full year (per-game derived),Hanwha Life Esports,74.29,0.694,59,48,107,0.5514,"Kingen, Grizzly, Zeka, Viper, Life",73.88,0.69
Korea,LCK,2023,full year (per-game derived),Dplus Kia,71.74,0.815,52,36,88,0.5909,"Canna, Canyon, ShowMaker, Deft, Kellin",65.51,0.744
Korea,LCK,2023,full year (per-game derived),KT Rolster,64.79,0.568,79,35,114,0.693,"Kiin, Cuzz, Bdd, Aiming, Lehends",61.58,0.54
Korea,LCK,2023,full year (per-game derived),HANJIN BRION,49.09,0.552,28,61,89,0.3146,"Morgan, UmTi, Karis, Hena, Effort",49.42,0.555
Korea,LCK,2023,full year (per-game derived),Nongshim RedForce,42.29,0.498,22,63,85,0.2588,"DnDn, Sylvie, FIESTA, Jiwoo, Peter",42.51,0.5
Korea,LCK,2023,full year (per-game derived),DRX,23.48,0.261,28,62,90,0.3111,"Rascal, Croco, FATE, Paduck, BeryL",32.66,0.363
Korea,LCK,2023,full year (per-game derived),DN SOOPers,20.3,0.245,27,56,83,0.3253,"DuDu, YoungJae, BuLLDoG, Taeyoon, Andil",39.83,0.48
Korea,LCK,2024,full year (per-game derived),Gen.G,123.59,1.2,86,17,103,0.835,"Kiin, Canyon, Chovy, Peyz, Lehends",99.6,0.967
Korea,LCK,2024,full year (per-game derived),Hanwha Life Esports,114.46,1.022,78,34,112,0.6964,"Doran, Peanut, Zeka, Viper, Delight",103.8,0.927
Korea,LCK,2024,full year (per-game derived),T1,104.68,0.918,72,42,114,0.6316,"Zeus, Oner, Faker, Gumayusi, Keria",101.22,0.888
Korea,LCK,2024,full year (per-game derived),KT Rolster,99.24,1.023,50,47,97,0.5155,"PerfecT, Pyosik, Bdd, Deft, BeryL",84.14,0.867
Korea,LCK,2024,full year (per-game derived),Dplus Kia,68.34,0.616,59,52,111,0.5315,"Kingen, Lucid, ShowMaker, Aiming, Moham",68.06,0.613
Korea,LCK,2024,full year (per-game derived),HANJIN BRION,52.39,0.639,16,66,82,0.1951,"Morgan, YoungJae, FATE, Samver, Pollu",57.78,0.705
Korea,LCK,2024,full year (per-game derived),BNK FEARX,40.38,0.459,34,54,88,0.3864,"Clear, Raptor, Clozer, Hena, Duro",49.0,0.557
Korea,LCK,2024,full year (per-game derived),DRX,38.68,0.466,21,62,83,0.253,"Rascal, Sponge, SeTab, Teddy, Pleata",51.97,0.626
Korea,LCK,2024,full year (per-game derived),Nongshim RedForce,23.02,0.274,27,57,84,0.3214,"Mihile, Sylvie, Fisher, Jiwoo, vital",39.74,0.473
Korea,LCK,2024,full year (per-game derived),DN SOOPers,22.67,0.252,39,51,90,0.4333,"DuDu, Cuzz, BuLLDoG, Leaper, Andil",33.36,0.371
Korea,LCK,2025,full year (per-game derived),T1,87.02,0.664,82,49,131,0.626,"Doran, Oner, Faker, Peyz, Keria",74.23,0.567
Korea,LCK,2025,full year (per-game derived),Hanwha Life Esports,77.06,0.567,85,51,136,0.625,"Zeus, Kanavi, Zeka, Gumayusi, Delight",84.92,0.624
Korea,LCK,2025,full year (per-game derived),BNK FEARX,75.45,0.705,47,60,107,0.4393,"Clear, Raptor, VicLa, Diable, Kellin",62.18,0.581
Korea,LCK,2025,full year (per-game derived),DN SOOPers,64.45,0.686,23,71,94,0.2447,"Lancer, DDoiV, Flip, Enosh, Quantum",45.24,0.481
Korea,LCK,2025,full year (per-game derived),KT Rolster,58.87,0.499,55,63,118,0.4661,"Sero, Sylvie, Hwichan, FenRir, Effort",43.17,0.366
Korea,LCK,2025,full year (per-game derived),HANJIN BRION,40.64,0.387,40,65,105,0.381,"Casting, GIDEON, Fisher, Teddy, Namgung",54.92,0.523
Korea,LCK,2025,full year (per-game derived),DRX,12.39,0.123,40,61,101,0.396,"Rich, Willer, Ucal, Jiwoo, Andil",39.8,0.394
Korea,LCK,2025,full year (per-game derived),Dplus Kia,3.48,0.024,83,65,148,0.5608,"Siwoo, Lucid, ShowMaker, Smash, Career",38.1,0.257
Korea,LCK,2025,full year (per-game derived),Nongshim RedForce,0.39,0.003,49,76,125,0.392,"Kingen, Sponge, Scout, Taeyoon, Lehends",37.62,0.301
Korea,LCK,2025,full year (per-game derived),Gen.G,-85.02,-0.691,90,33,123,0.7317,"Kiin, Juny, Loid, Harusary, Duro",55.21,0.449
Korea,LCK,2026,full year (per-game derived),Gen.G,142.22,2.003,55,16,71,0.7746,"Kiin, Canyon, Chovy, Ruler, Duro",132.78,1.87
Korea,LCK,2026,full year (per-game derived),Hanwha Life Esports,112.07,1.837,40,21,61,0.6557,"Zeus, Kanavi, Zeka, Gumayusi, Delight",100.93,1.655
Korea,LCK,2026,full year (per-game derived),KT Rolster,101.68,1.541,35,31,66,0.5303,"PerfecT, Cuzz, Bdd, Aiming, Effort",91.89,1.392
Korea,LCK,2026,full year (per-game derived),Dplus Kia,100.3,1.18,47,38,85,0.5529,"Siwoo, Lucid, ShowMaker, Smash, Career",76.32,0.898
Korea,LCK,2026,full year (per-game derived),Kiwoom DRX,83.41,1.083,31,46,77,0.4026,"Rich, Willer, Ucal, Jiwoo, Andil",73.98,0.961
Korea,LCK,2026,full year (per-game derived),DN SOOPers,70.09,1.001,18,52,70,0.2571,"DuDu, Pyosik, Clozer, deokdam, Peter",67.89,0.97
Korea,LCK,2026,full year (per-game derived),BNK FEARX,53.75,0.747,32,40,72,0.4444,"Clear, Raptor, VicLa, Taeyoon, Kellin",48.06,0.668
Korea,LCK,2026,full year (per-game derived),T1,52.51,0.729,48,24,72,0.6667,"Doran, Oner, Faker, Peyz, Keria",67.92,0.943
Korea,LCK,2026,full year (per-game derived),HANJIN BRION,47.98,0.774,22,40,62,0.3548,"Casting, GIDEON, Roamer, Teddy, Namgung",62.59,1.01
Korea,LCK,2026,full year (per-game derived),Nongshim RedForce,33.36,0.538,21,41,62,0.3387,"Kingen, Sponge, Scout, Diable, Lehends",75.25,1.214
Korea,LCK CL,2023,full year (per-game derived),Nongshim Esports Academy,82.59,0.794,64,40,104,0.6154,"Mihile, Sounda, Callme, vital, Luon",68.9,0.663
Korea,LCK CL,2023,full year (per-game derived),DN SOOPers Challengers,79.86,0.974,23,59,82,0.2805,"IlllIma, Pressure, Cleaver, Bull, Moham",54.79,0.668
Korea,LCK CL,2023,full year (per-game derived),T1 Esports Academy,70.53,0.705,46,54,100,0.46,"Dal, Forest, Poby, Smash, Baut",73.14,0.731
Korea,LCK CL,2023,full year (per-game derived),Dplus Kia Challengers,66.46,0.532,82,43,125,0.656,"Thanatos, Lucid, Pullbae, Rahel, Thumb",65.98,0.528
Korea,LCK CL,2023,full year (per-game derived),KT Rolster Challengers,66.37,0.67,58,41,99,0.5859,"PerfecT, HamBak, Feisty, Hype, Way",60.8,0.614
Korea,LCK CL,2023,full year (per-game derived),Hanwha Life Esports Challengers,63.14,0.613,60,43,103,0.5825,"Rooster, Guwon, Roamer, Lure, Duro",58.67,0.57
Korea,LCK CL,2023,full year (per-game derived),DRX Challengers,46.61,0.412,70,43,113,0.6195,"Frog, Sponge, SeTab, deokdam, Pleata",43.2,0.382
Korea,LCK CL,2023,full year (per-game derived),Liiv SANDBOX Youth,44.34,0.516,28,58,86,0.3256,"DDahyuk, Vincenzo, Guti, Diable, PlanB",44.11,0.513
Korea,LCK CL,2023,full year (per-game derived),HANJIN BRION Challengers,10.73,0.131,27,55,82,0.3293,"Kangin, DDoiV, Ivory, Enosh, Pollu",27.88,0.34
Korea,LCK CL,2023,full year (per-game derived),Gen.G Global Academy,-14.46,-0.161,34,56,90,0.3778,"Zest, Winner, Ophelia, Pdx, Lospa",3.13,0.035
Korea,LCK CL,2024,full year (per-game derived),HANJIN BRION Challengers,114.21,1.228,40,53,93,0.4301,"Kangin, DDoiV, Karis, Enosh, Effort",77.92,0.838
Korea,LCK CL,2024,full year (per-game derived),BNK FEARX Youth,108.71,1.109,47,51,98,0.4796,"Soboro, Willer, Daystar, Diable, Execute",89.11,0.909
Korea,LCK CL,2024,full year (per-game derived),Gen.G Global Academy,96.48,1.084,25,64,89,0.2809,"HorangE, Toye, Starlit, Slayer, Namgung",83.78,0.941
Korea,LCK CL,2024,full year (per-game derived),Hanwha Life Esports Challengers,77.02,0.727,56,50,106,0.5283,"Rooster, Grizzly, Loki, Lure, Baut",68.89,0.65
Korea,LCK CL,2024,full year (per-game derived),KT Rolster Challengers,66.82,0.566,83,35,118,0.7034,"Casting, HamBak, Zinie, Hype, Way",58.76,0.498
Korea,LCK CL,2024,full year (per-game derived),DN SOOPers Challengers,57.46,0.552,49,55,104,0.4712,"Lancer, Courage, Pungyeon, Bull, Quantum",54.64,0.525
Korea,LCK CL,2024,full year (per-game derived),Nongshim Esports Academy,42.58,0.417,50,52,102,0.4902,"DnDn, Carim, Callme, Lucy, GuGer",52.28,0.513
Korea,LCK CL,2024,full year (per-game derived),DRX Challengers,34.86,0.401,36,51,87,0.4138,"Frog, Zephyr, kyeahoo, Paduck, Berr",34.77,0.4
Korea,LCK CL,2024,full year (per-game derived),T1 Esports Academy,24.71,0.238,46,58,104,0.4423,"Dal, Guwon, Poby, Smash, Rekkles",32.78,0.315
Korea,LCK CL,2024,full year (per-game derived),Dplus Kia Challengers,8.17,0.068,79,42,121,0.6529,"Siwoo, Sharvel, Saint, Wayne, Bible",33.16,0.274
Korea,LCK CL,2025,full year (per-game derived),T1 Esports Academy,114.88,0.912,73,53,126,0.5794,"Haetae, Vincenzo, Guti, Smash, Cloud",98.98,0.786
Korea,LCK CL,2025,full year (per-game derived),Hanwha Life Esports Challengers,83.41,0.86,43,54,97,0.4433,"Kangin, Grizzly, Tempester, Pyeonsik, Bluffing",66.53,0.686
Korea,LCK CL,2025,full year (per-game derived),BNK FEARX Youth,75.26,0.557,71,64,135,0.5259,"Soboro, Willer, Daystar, Enosh, Career",73.42,0.544
Korea,LCK CL,2025,full year (per-game derived),DRX Challengers,68.61,0.629,60,49,109,0.5505,"Frog, Juhan, Ucal, LazyFeel, Pleata",58.45,0.536
Korea,LCK CL,2025,full year (per-game derived),DN SOOPers Challengers,65.2,0.543,62,58,120,0.5167,"Lancer, DDoiV, Pungyeon, Slayer, Quantum",65.27,0.544
Korea,LCK CL,2025,full year (per-game derived),Nongshim Esports Academy,60.27,0.603,45,55,100,0.45,"Burdol, Sylvie, Fisher, Trigger, Crack",49.93,0.499
Korea,LCK CL,2025,full year (per-game derived),Gen.G Global Academy,60.05,0.527,48,66,114,0.4211,"Hanbyeol, Winner, Kemish, About, Namgung",59.68,0.524
Korea,LCK CL,2025,full year (per-game derived),HANJIN BRION Challengers,25.16,0.283,29,60,89,0.3258,"DDahyuk, Ellim, Starlit, Leo, Kice",30.24,0.34
Korea,LCK CL,2025,full year (per-game derived),KT Rolster Challengers,12.23,0.111,78,32,110,0.7091,"Casting, YoungJae, Zinie, Paduck, Way",23.87,0.217
Korea,LCK CL,2025,full year (per-game derived),Dplus Kia Challengers,7.9,0.094,33,51,84,0.3929,"Jaehyuk, Sharvel, Garden, Wayne, Berr",14.0,0.167
Korea,LCK CL,2026,full year (per-game derived),Nongshim Esports Academy,90.17,1.171,47,30,77,0.6104,"Janus, Mihawk, SeTab, Lucy, Pleata",69.17,0.898
Korea,LCK CL,2026,full year (per-game derived),BNK FEARX Youth,70.7,1.105,27,37,64,0.4219,"Kangin, Zephyr, FIESTA, Slayer, Luon",63.9,0.998
Korea,LCK CL,2026,full year (per-game derived),T1 Esports Academy,67.91,0.86,51,28,79,0.6456,"Guardian, Painter, Guti, Cypher, Cloud",77.18,0.977
Korea,LCK CL,2026,full year (per-game derived),DN SOOPers Challengers,61.53,0.918,39,28,67,0.5821,"Lancer, DDoiV, Flip, Enosh, Quantum",46.05,0.687
Korea,LCK CL,2026,full year (per-game derived),Dplus Kia Challengers,44.5,0.767,34,24,58,0.5862,"Jaehyuk, Lucid, Garden, Wayne, Loopy",21.05,0.363
Korea,LCK CL,2026,full year (per-game derived),HANJIN BRION Challengers,36.97,0.616,20,40,60,0.3333,"DDahyuk, Dinai, Tempester, OddEye, PlanB",31.2,0.52
Korea,LCK CL,2026,full year (per-game derived),KT Rolster Challengers,10.45,0.149,42,28,70,0.6,"Sero, Sylvie, Hwichan, FenRir, Pollu",27.11,0.387
Korea,LCK CL,2026,full year (per-game derived),Hanwha Life Esports Challengers,-2.84,-0.042,27,41,68,0.3971,"Panther, Jackal, Cracker, Pyeonsik, Bluffing",9.3,0.137
Korea,LCK CL,2026,full year (per-game derived),Kiwoom DRX Challengers,-20.97,-0.265,41,38,79,0.519,"Frog, Winner, AKaJe, Jiwoo, Minous",-21.03,-0.266
Korea,LCK CL,2026,full year (per-game derived),Gen.G Global Academy,-100.4,-1.859,10,44,54,0.1852,"Ripple, Courage, MUDAI, Lumos, SIRIUSS",27.57,0.511
Europe,LEC,2023,full year (per-game derived),Astralis,102.11,2.431,17,25,42,0.4048,"Finn, 113, LIDER, Kobbe, Execute",83.49,1.988
Europe,LEC,2023,full year (per-game derived),Team Vitality,89.98,2.0,21,24,45,0.4667,"Photon, Daglas, Perkz, Upset, Kaiser",72.39,1.609
Europe,LEC,2023,full year (per-game derived),Team Heretics,85.07,1.933,19,25,44,0.4318,"Evi, Jankos, Vetheo, Flakked, Mersa",74.33,1.689
Europe,LEC,2023,full year (per-game derived),G2 Esports,81.54,1.073,56,20,76,0.7368,"BrokenBlade, Yike, Caps, Hans Sama, Mikyx",76.67,1.009
Europe,LEC,2023,full year (per-game derived),MAD Lions KOI,70.95,0.845,43,41,84,0.5119,"Chasy, Elyoya, Nisqy, Carzzy, Hylissang",69.3,0.825
Europe,LEC,2023,full year (per-game derived),SK Gaming,69.91,1.344,23,29,52,0.4423,"Irrelevant, Markoon, Sertuss, 3XA, Doss",68.03,1.308
Europe,LEC,2023,full year (per-game derived),Team BDS,50.61,0.791,35,29,64,0.5469,"Adam, Sheo, nuc, Crownie, Labrov",55.45,0.866
Europe,LEC,2023,full year (per-game derived),KOI,48.7,0.955,21,30,51,0.4118,"Szygenda, Malrang, Larssen, Comp, Advienne",56.47,1.107
Europe,LEC,2023,full year (per-game derived),Excel Esports,18.11,0.348,19,33,52,0.3654,"Odoamne, Peach, Abbedagge, Patrik, LIMIT",36.68,0.705
Europe,LEC,2023,full year (per-game derived),Fnatic,9.65,0.146,34,32,66,0.5152,"Wunder, Razork, Humanoid, Noah, Trymbi",39.09,0.592
Europe,LEC,2024,full year (per-game derived),Fnatic,93.4,1.099,49,36,85,0.5765,"Oscarinin, Razork, Humanoid, Noah, Jun",76.03,0.894
Europe,LEC,2024,full year (per-game derived),G2 Esports,74.88,0.851,66,22,88,0.75,"BrokenBlade, Yike, Caps, Hans Sama, Mikyx",69.22,0.787
Europe,LEC,2024,full year (per-game derived),MAD Lions KOI,65.95,0.879,33,42,75,0.44,"Myrwn, Elyoya, Fresskowy, Supa, Alvaro",66.5,0.887
Europe,LEC,2024,full year (per-game derived),Team BDS,49.83,0.615,46,35,81,0.5679,"Adam, Sheo, nuc, Ice, Labrov",46.76,0.577
Europe,LEC,2024,full year (per-game derived),SK Gaming,35.2,0.677,25,27,52,0.4808,"Irrelevant, ISMA, Nisqy, Rahel, Luon",48.9,0.94
Europe,LEC,2024,full year (per-game derived),GiantX,31.58,0.658,16,32,48,0.3333,"Th3Antonio, Juhan, Jackies, Patrik, IgNar",44.36,0.924
Europe,LEC,2024,full year (per-game derived),Karmine Corp,26.16,0.671,14,25,39,0.359,"Canna, Closer, Vladi, Upset, Targamas",36.3,0.931
Europe,LEC,2024,full year (per-game derived),Rogue,18.83,0.649,7,22,29,0.2414,"Finn, Markoon, Larssen, Comp, Zoelys",40.69,1.403
Europe,LEC,2024,full year (per-game derived),Team Vitality,8.28,0.18,20,26,46,0.4348,"Photon, Lyncas, Vetheo, Carzzy, Hylissang",29.48,0.641
Europe,LEC,2024,full year (per-game derived),Team Heretics,-24.13,-0.536,18,27,45,0.4,"Wunder, Jankos, Zwyroo, Flakked, Trymbi",9.22,0.205
Europe,LEC,2025,full year (per-game derived),Movistar KOI,136.97,1.65,47,36,83,0.5663,"Myrwn, Elyoya, Jojopyun, Supa, Alvaro",107.92,1.3
Europe,LEC,2025,full year (per-game derived),Fnatic,104.42,1.305,50,30,80,0.625,"Oscarinin, Razork, Poby, Upset, Mikyx",79.98,1.0
Europe,LEC,2025,full year (per-game derived),G2 Esports,96.13,1.317,50,23,73,0.6849,"BrokenBlade, SkewMond, Caps, Hans Sama, Labrov",77.31,1.059
Europe,LEC,2025,full year (per-game derived),Team BDS,65.19,1.304,18,32,50,0.36,"Rooster, Boukada, nuc, Ice, Parus",47.99,0.96
Europe,LEC,2025,full year (per-game derived),Karmine Corp,60.58,0.713,53,32,85,0.6235,"Canna, Yike, Vladi, Caliste, Targamas",60.38,0.71
Europe,LEC,2025,full year (per-game derived),Team Vitality,40.01,0.8,21,29,50,0.42,"Naak Nako, Lyncas, Czajek, Carzzy, Fleshy",31.73,0.635
Europe,LEC,2025,full year (per-game derived),GiantX,24.66,0.448,25,30,55,0.4545,"Lot, ISMA, Jackies, Noah, Jun",41.38,0.752
Europe,LEC,2025,full year (per-game derived),Rogue,-13.87,-0.478,6,23,29,0.2069,"Adam, Trick, Larssen, Patrik, Malrang",31.7,1.093
Europe,LEC,2025,full year (per-game derived),Team Heretics,-32.36,-0.599,20,34,54,0.3704,"Carlsen, Sheo, Kamiloo, Flakked, Stend",3.49,0.065
Europe,LEC,2025,full year (per-game derived),SK Gaming,-57.17,-1.545,8,29,37,0.2162,"DnDn, Skeanz, Abbedagge, Keduii, Loopy",16.18,0.437
Europe,LEC,2026,full year (per-game derived),G2 Esports,110.65,1.976,39,17,56,0.6964,"BrokenBlade, SkewMond, Caps, Hans Sama, Labrov",91.34,1.631
Europe,LEC,2026,full year (per-game derived),Natus Vincere,88.57,2.06,21,22,43,0.4884,"Maynter, Rhilech, Poby, SamD, Parus",80.86,1.88
Europe,LEC,2026,full year (per-game derived),Karmine Corp,67.1,0.945,45,26,71,0.6338,"Canna, Yike, kyeahoo, Caliste, Busio",65.3,0.92
Europe,LEC,2026,full year (per-game derived),Movistar KOI,65.76,1.196,31,24,55,0.5636,"Myrwn, Elyoya, Jojopyun, Supa, Alvaro",84.57,1.538
Europe,LEC,2026,full year (per-game derived),Team Vitality,59.3,1.289,25,21,46,0.5435,"Naak Nako, Lyncas, Humanoid, Carzzy, Fleshy",56.5,1.228
Europe,LEC,2026,full year (per-game derived),Shifters,58.08,1.874,10,21,31,0.3226,"Rooster, Sheo, nuc, Paduck, Trymbi",53.54,1.727
Europe,LEC,2026,full year (per-game derived),SK Gaming,36.52,1.217,9,21,30,0.3,"Wunder, Skeanz, LIDER, Jopa, Mikyx",46.72,1.557
Europe,LEC,2026,full year (per-game derived),Fnatic,36.33,1.009,13,23,36,0.3611,"Empyros, Razork, Vladi, Upset, Lospa",62.81,1.745
Europe,LEC,2026,full year (per-game derived),Team Heretics,31.76,0.934,9,25,34,0.2647,"Tracyn, Daglas, Serin, Ice, Way",71.49,2.103
Europe,LEC,2026,full year (per-game derived),GiantX,21.89,0.456,23,25,48,0.4792,"Lot, ISMA, Jackies, Noah, Jun",39.64,0.826
Europe,PRM,2023,full year (per-game derived),SK Gaming Prime,122.71,2.272,39,15,54,0.7222,"JNX, Lurox, FEBIVEN, Keduii, Prime",95.76,1.773
Europe,PRM,2023,full year (per-game derived),Eintracht Spandau,118.25,2.571,27,19,46,0.587,"Pride, Zanzarah, Special, Smiley, Lilipp",90.33,1.964
Europe,LES,2023,full year (per-game derived),Movistar KOI,103.32,1.694,40,21,61,0.6557,"Marky, ISMA, Fresskowy, Supa, Alvaro",80.14,1.314
Europe,LFL,2023,full year (per-game derived),Karmine Corp,86.75,2.017,27,16,43,0.6279,"Cabochard, Cinkrof, SAKEN, Caliste, Targamas",55.11,1.282
Europe,LFL,2023,full year (per-game derived),Team GO,80.96,1.285,38,25,63,0.6032,"Ragner, Lyncas, Toucouille, Jezu, kamilius",63.8,1.013
Europe,LES,2023,full year (per-game derived),BISONS ECLUB,74.67,1.623,26,20,46,0.5652,"Myrwn, NoName, Random, Legolas, Oscure",34.78,0.756
Europe,LFL,2023,full year (per-game derived),LDLC OL,72.19,1.679,24,19,43,0.5581,"Kryze, White, Backlund, Jeskla, Zoelys",54.14,1.259
Europe,LES,2023,full year (per-game derived),Rebels Gaming,71.82,1.632,24,20,44,0.5455,"R4VEN, AHaHaCiK, Dajor, BEAN, Obstinatus",54.65,1.242
Europe,LES,2023,full year (per-game derived),Los Heretics,68.74,1.432,29,19,48,0.6042,"iBo, bluerzor, Zwyroo, Jackspektra, marlon",50.89,1.06
Europe,PRM,2023,full year (per-game derived),MOUZ NXT,67.97,1.416,23,25,48,0.4792,"Carlsen, Alexx, Sencux, Kynetic, Tore",60.7,1.265
Europe,PRM,2023,full year (per-game derived),Unicorns of Love Sexy Edition,67.2,1.139,43,16,59,0.7288,"Venour, CaD, Mask, Fun K3y, Lekcyc",62.09,1.052
Europe,LFL,2023,full year (per-game derived),Solary,62.71,1.493,21,21,42,0.5,"Melonik, Shlatan, Peng, TakeSet, Steeelback",48.48,1.154
Europe,LES,2023,full year (per-game derived),Finetwork KOI,62.56,1.303,21,27,48,0.4375,"Sinmivak, Koldo, Baca, Jopa, Stend",48.72,1.015
Europe,LFL,2023,full year (per-game derived),Aegis,60.66,1.291,22,25,47,0.4681,"Lot, SkewMond, Eika, Shiganari, Hantera",48.16,1.025
Europe,PRM,2023,full year (per-game derived),Berlin International Gaming,51.95,0.962,30,24,54,0.5556,"Vizicsacsi, Rulfchen, Kaymin, HARPOON, Leon",51.1,0.946
Europe,PRM,2023,full year (per-game derived),FC Schalke 04 Esports,48.58,1.104,23,21,44,0.5227,"Sacre, Afroboi, Simpli, Mishi, Seal",49.03,1.114
Europe,LFL,2023,full year (per-game derived),BK ROG Esports,43.42,0.924,25,22,47,0.5319,"Howling, Pridestalkr, Czekolad, Trigger, Veignorem",37.85,0.805
Europe,LFL,2023,full year (per-game derived),Vitality.Bee,39.29,0.893,22,22,44,0.5,"Scarface, Daglas, Czajek, Neon, JACTROLL",38.45,0.874
Europe,LFL,2023,full year (per-game derived),GameWard,38.34,0.892,20,23,43,0.4651,"Badlulu, Eckas, twohoyrz, Peco, Raxxo",34.62,0.805
Europe,LFL,2023,full year (per-game derived),Team BDS Academy,28.32,0.659,19,24,43,0.4419,"Agresivoo, MAXI, RKR, xMatty, Erdote",28.84,0.671
Europe,PRM,2023,full year (per-game derived),NNO Prime,22.78,0.584,9,30,39,0.2308,"Flamer, Agurin, Matislaw, Notiko, Lamabear",30.58,0.784
Europe,LES,2023,full year (per-game derived),Giants,22.76,0.506,23,22,45,0.5111,"Th3Antonio, Xerxe, Decay, Attila, whiteinn",29.88,0.664
Europe,PRM,2023,full year (per-game derived),E WIE EINFACH E-SPORTS,14.31,0.398,12,24,36,0.3333,"Ventair, D4nKa, Nite, Tazaku, Max1",32.47,0.902
Europe,LES,2023,full year (per-game derived),Barça eSports,9.79,0.222,24,20,44,0.5455,"WhiteKnight, Maxlore, SAJATOR, Deadly, Efias",24.16,0.549
Europe,LES,2023,full year (per-game derived),UCAM Esports,2.59,0.072,12,24,36,0.3333,"Papiteero, Xeonerr, Hatrixx, Rafitta, Infoneral",23.32,0.648
Europe,LES,2023,full year (per-game derived),Fnatic TQ,-0.64,-0.015,20,22,42,0.4762,"Doxy, Rabble, Valans, Nafkelah, Kadir",33.37,0.795
Europe,PRM,2023,full year (per-game derived),GamerLegion,-2.21,-0.058,11,27,38,0.2895,"Tracyn, Akabane, Phantomles, jinjo, Visdom",32.35,0.851
Europe,LFL,2023,full year (per-game derived),IziDream,-18.95,-0.486,9,30,39,0.2308,"Kio, Djoko, Nomanz, Rayito, Klaj",8.2,0.21
Europe,LES,2023,full year (per-game derived),Guasones,-22.42,-0.623,6,30,36,0.1667,"Dreedy, Memento, Ronaldo, zamulek, DuaLL",8.82,0.245
Europe,PRM,2023,full year (per-game derived),Eintracht Frankfurt,-30.88,-0.858,10,26,36,0.2778,"Vertigo, Don Arts, ZaZee, DizL, Xioh",21.51,0.598
Europe,PRM,2024,full year (per-game derived),Unicorns of Love Sexy Edition,110.21,1.934,37,20,57,0.6491,"Shelfmade, Lurox, TolanD, xMatty, Piero",89.62,1.572
Europe,LES,2024,full year (per-game derived),UCAM Esports,102.92,2.058,26,24,50,0.52,"Sinmivak, Koldo, Baca, Kenal, Obstinatus",88.61,1.772
Europe,LES,2024,full year (per-game derived),Movistar KOI,100.42,2.183,25,21,46,0.5435,"Marky, MAXI, Random, Shy Carry, Rhuckz",83.28,1.81
Europe,LES,2024,full year (per-game derived),Los Heretics,99.92,1.922,38,14,52,0.7308,"Carlsen, Xerxe, Sertuss, Jackspektra, whiteinn",78.08,1.502
